,GG595,GG596,GG826,GG823,GG607,GG831,GG646,GG815,GG633,GG806,GG808,GG811,GG797,GG675,GG671
TRINITY_DN68079_c3_g3,12.365,7.295,27.199,8.647,29.823,13.009,8.302,31.028,19.434,16.805,13.834,20.859,8.324,28.055,12.933
TRINITY_DN68355_c66_g2,5.836,7.393,0.772,14.817,4.383,7.271,3.129,4.696,2.244,7.864,5.579,1.693,1.425,4.38,4.715
TRINITY_DN63364_c1_g3,58.491,63.219,55.557,66.718,62.203,54.158,53.585,67.429,58.886,66.358,57.774,72.82,61.765,59.234,70.866
TRINITY_DN62922_c7_g1,12.108,13.609,16.972,12.854,11.452,14.846,14.501,12.817,8.955,16.724,13.606,10.326,10.908,12.853,10.672
TRINITY_DN56030_c5_g2,9.496,5.549,7.179,9.382,8.237,7.516,7.079,6.757,6.826,5.558,6.522,9.214,7.721,9.382,9.695
TRINITY_DN55461_c1_g1,290.26,191.354,123.425,226.426,283.318,215.049,184.682,209.793,280.434,180.745,194.706,221.307,190.778,319.968,271.671
TRINITY_DN61089_c2_g1,5.876,10.275,8.047,6.674,7.928,23.021,12.849,8.962,4.937,5.141,10.168,17.826,7.275,3.012,10.132
TRINITY_DN52919_c8_g3,14.284,15.609,13.469,13.76,15.406,16.418,18.324,15.452,15.76,14.469,12.558,15.79,15.748,13.272,14.766
TRINITY_DN49622_c0_g2,10.416,8.902,6.436,8.627,6.929,6.917,9.808,8.664,8.872,5.934,6.608,8.819,7.077,7.361,10.652
TRINITY_DN56930_c1_g1,9.14,7.628,7.651,6.392,8.567,6.495,7.656,7.075,7.129,8.87,9.416,8.497,7.493,9.147,7.515
TRINITY_DN59550_c0_g1,6.153,10.854,19.48,13.036,8.876,9.639,12.115,13.935,7.682,10.983,15.472,18.314,18.232,11.792,19.104
TRINITY_DN65614_c6_g3,20.951,15.168,10.083,12.311,12.301,12.36,11.48,10.972,11.804,11.431,10.854,13.421,14.966,17.223,13.523
TRINITY_DN66023_c8_g1,25.333,23.001,27.267,27.943,31.101,22.559,20.397,23.84,30.654,22.953,23.888,28.806,29.932,28.116,25.754
TRINITY_DN49571_c0_g1,14.917,16.001,15.139,16.539,18.222,14.984,14.208,16.673,14.737,19.843,22.26,14.834,16.886,16.478,13.177
TRINITY_DN60223_c6_g1,2.097,2.392,12.678,0.906,12.74,1.955,1.711,7.813,0.939,1.839,4.046,2.036,1.93,2.277,1.609
TRINITY_DN55332_c7_g1,102.362,73.426,56.135,71.398,83.36,70.792,62.992,85.886,81.816,78.977,61.868,84.34,87.738,82.899,82.312
TRINITY_DN52154_c6_g2,8.111,10.736,7.893,9.019,8.597,7.89,7.94,8.5,10.051,7.346,9.226,8.591,7.414,9.974,8.259
TRINITY_DN66982_c3_g4,1.553,0,6.204,2.053,4.273,2.23,1.389,0.246,1.67,0.579,9.378,6.399,1.722,4.104,4.46
TRINITY_DN61471_c4_g7,3.878,3.245,4.091,2.476,3.794,12.871,8.947,4.983,3.194,0.579,5.313,10.98,6.058,1.633,4.369
TRINITY_DN64048_c2_g2,12.79,9.344,10.874,11.878,13.209,12.154,11.499,13.094,11.971,10.14,10.111,11.105,10.977,13.384,11.619
TRINITY_DN57388_c2_g1,12.82,10.226,11.723,16.539,12.6,15.396,13.875,13.535,11.136,11.918,9.378,12.362,10.987,12.874,14.297
TRINITY_DN58049_c0_g1,16.163,13.177,14.579,14.243,12.71,14.601,16.017,15.186,14.81,13.94,13.634,14.481,14.966,14.538,17.892
TRINITY_DN64210_c9_g2,33.296,63.268,39,62.933,67.035,55.081,56.812,69.511,33.941,59.703,63.458,47.515,50.976,94.15,61.66
TRINITY_DN58598_c6_g5,7.884,3.716,5.191,11.083,7.748,8.578,5.926,6.737,6.273,5.497,5.646,8.736,10.086,7.065,8.646
TRINITY_DN56901_c1_g1,33.652,17.295,19.394,24.773,24.592,21.203,21.16,21.143,24.266,15.281,19.023,21.991,29.843,26.207,27.953
TRINITY_DN52764_c10_g2,81.154,48.601,53.781,70.764,74.524,67.333,54.494,57.001,68.185,51.209,63.505,70.358,67.377,74.221,67.118
TRINITY_DN61860_c5_g1,20.091,19.795,17.155,16.84,19.27,17.764,13.699,18.816,16.898,18.411,17.081,18.293,17.797,18.754,17.892
TRINITY_DN58005_c0_g4,4.194,4.834,6.001,4.791,7.299,12.724,3.422,7.085,4.811,6.808,7.112,4.903,8.295,5.615,5.306
TRINITY_DN60840_c2_g2,28.865,21.805,24.739,27.641,27.976,28.572,26.871,29.264,32.574,24.233,29.553,36.327,31.09,30.903,32.342
TRINITY_DN64336_c2_g1,7.3,6.53,8.172,7.127,10.014,8.381,8.468,7.239,7.442,8.118,9.569,9.412,8.344,9.158,8.126
TRINITY_DN62180_c4_g5,6.707,5.01,7.024,9.754,8.067,10.385,6.825,9.331,8.256,6.482,6.093,9.308,6.434,7.728,6.976
TRINITY_DN54630_c2_g2,6.4,6.657,7.13,6.946,6.29,10.091,7.412,6.819,7.619,7.194,5.094,6.95,6.751,5.829,7.536
TRINITY_DN64368_c4_g1,4.323,7.961,12.784,5.798,6.011,6.73,10.463,7.044,6.106,9.368,8.636,6.015,4.9,7.677,5.285
TRINITY_DN54686_c3_g3,5.183,9.618,7.593,6.895,5.322,8.931,9.7,11.197,9.78,5.426,6.96,6.441,8.255,8.453,7.383
TRINITY_DN66007_c4_g1,40.508,53.336,45.86,43.103,47.686,40.481,37.549,45.568,43.679,57.031,52.261,51.982,46.096,45.145,48.035
TRINITY_DN47751_c0_g1,30.19,30.178,23.707,22.357,27.896,22.942,26.392,32.043,29.13,29.557,25.402,30.936,27.378,22.818,29.43
TRINITY_DN54626_c5_g1,6.272,3.628,6.339,8.778,6.759,6.259,6.248,7.157,31.917,3.221,5.37,3.501,6.691,7.647,7.668
TRINITY_DN51744_c8_g1,10.822,8.206,10.951,10.378,8.057,8.548,13.846,15.637,8.892,10.963,6.512,11.229,12.808,9.954,13.605
TRINITY_DN51383_c6_g5,7.637,10.726,10.739,10.881,9.994,9.442,9.358,9.915,10.207,10.262,10.473,9.983,9.849,9.515,11.151
TRINITY_DN63062_c3_g1,11.475,8.755,10.063,10.982,10.573,10.012,12.8,9.731,10.573,12.254,12.158,11.946,13.66,9.638,11.426
TRINITY_DN58767_c3_g2,1.86,7.687,7.072,1.45,2.446,7.703,2.777,9.208,5.876,9.744,8.036,1.922,5.731,10.189,2.22
TRINITY_DN58125_c5_g7,8.181,9.589,8.935,11.516,8.457,7.192,9.514,8.48,8.819,9.805,8.35,7.095,9.007,9.423,9.053
TRINITY_DN55646_c8_g3,6.746,7.373,9.504,2.738,6.16,4.294,6.991,4.573,7.536,5.619,6.722,4.945,6.295,6.044,5.234
TRINITY_DN67653_c1_g1,12.968,10.226,9.523,13.257,8.846,6.21,14.218,9.741,9.018,7.133,8.083,5.454,8.809,11.363,14.236
TRINITY_DN62685_c0_g3,17.36,9.53,9.533,12.26,16.714,11.348,10.443,12.848,12.598,12.121,7.922,12.528,10.057,14.752,12.21
TRINITY_DN51036_c2_g2,9.833,17.903,13.141,11.053,14.358,9.953,8.458,11.259,13.537,15.413,14.443,13.629,11.353,10.25,7.016
TRINITY_DN49824_c8_g2,45.681,41.012,57.853,65.983,42.064,43.792,49.234,79.262,43.784,47.47,39.646,45.001,56.36,42.45,53.483
TRINITY_DN66525_c1_g1,4.273,4.03,4.467,3.422,3.754,9.265,5.632,6.778,2.557,2.926,4.57,3.148,3.87,2.95,5.53
TRINITY_DN65888_c0_g1,6.717,5.618,3.377,2.285,1.248,3.969,10.326,0.574,6.753,7.305,5.446,1.205,3.761,3.767,3.778
TRINITY_DN55840_c6_g2,10.753,6.187,5.548,4.973,5.601,5.679,7.627,4.522,6.356,6.157,7.379,6.441,6.473,7.463,4.287
TRINITY_DN63444_c13_g15,15.145,9.608,21.458,7.701,10.024,13.097,9.837,4.84,7.097,9.591,10.511,6.233,7.255,14.497,8.462
TRINITY_DN67569_c0_g2,17.034,13.697,12.022,4.741,13.828,23.011,12.008,15.268,23.932,20.453,15.062,12.912,13.62,16.774,10.509
TRINITY_DN67153_c2_g1,1.751,2.265,5.924,1.329,5.392,5.316,1.115,4.327,0.564,10.608,1.752,2.067,3.286,4.921,0.672
TRINITY_DN61182_c2_g2,5.935,10.01,6.783,6.281,8.517,7.497,6.786,7.506,8.955,8.88,7.798,8.664,6.859,8.004,7.301
TRINITY_DN65452_c5_g5,28.578,37.865,35.275,30.54,29.853,33.19,35.955,35.683,31.823,35.074,34.057,36.067,32.714,22.43,30.988
TRINITY_DN56858_c6_g3,35.136,47.444,38.749,34.617,44.021,33.446,30.107,34.063,33.378,46.931,66.381,43.1,39.731,40.429,27.454
TRINITY_DN58029_c8_g2,5.292,13.569,5.828,10.348,5.402,6.76,8.644,11.495,98.004,7.57,10.473,5.111,7.533,12.169,6.935
TRINITY_DN65458_c0_g3,4.392,9.628,10.536,5.244,5.451,6.347,8.204,8.818,8.381,9.134,5.989,8.414,7.74,5.35,8.31
TRINITY_DN67433_c0_g4,781.347,436.044,2.132,0,84.508,0,295.753,62.723,121.404,0,6.027,52.46,0.792,289.657,37.077
TRINITY_DN54995_c6_g1,28.885,30.041,31.319,32.805,38.18,33.514,26.489,36.555,30.174,32.554,33.057,34.166,37.484,35.845,27.617
TRINITY_DN67466_c0_g3,6.489,3,2.238,4.58,5.631,3.891,2.601,3.968,2.682,3.109,3.466,2.784,1.871,4.165,9.196
TRINITY_DN65803_c1_g1,18.785,18.119,17.773,21.884,21.906,18.599,17.708,22.158,18.954,19.264,18.737,18.906,21.588,20.276,20.896
TRINITY_DN58265_c2_g1,7.854,8.422,8.105,6.573,9.974,9.599,7.089,8.664,9.08,7.752,7.16,7.677,8.928,9.076,9.389
TRINITY_DN51878_c2_g1,8.735,7.912,7.613,8.939,7.928,7.055,7.979,11.987,7.786,8.901,7.722,8.882,8.037,7.483,7.668
TRINITY_DN63603_c6_g3,26.857,29.708,32.641,24.783,25.89,29.84,24.983,20.272,23.911,22.404,29.372,26.23,30.833,31.475,27.882
TRINITY_DN58411_c0_g1,556.384,488.615,509.243,586.438,581.192,519.341,467.098,501.626,610.152,608.531,585.431,676.739,569.73,587.348,678.973
TRINITY_DN56496_c4_g1,28.212,17.423,6.629,8.667,24.342,5.247,9.808,5.609,9.372,6.787,10.816,23.415,13.838,19.336,15.224
TRINITY_DN45678_c0_g1,18.251,18.138,23.562,26.605,24.192,19.582,18.06,27.931,20.238,26.387,20.499,27.674,22.36,20.265,20.224
TRINITY_DN62179_c7_g1,9.17,16.217,12.977,8.113,13.279,13.539,12.487,13.34,12.42,17.872,14.358,17.016,15.699,12.047,11.853
TRINITY_DN52033_c2_g1,10.594,9.059,13.73,12.18,12.99,12.007,9.622,9.967,10.719,11.725,12.263,9.973,15.451,13.139,12.862
TRINITY_DN66391_c5_g1,692.132,728.893,799.019,581.918,774.171,657.31,722.105,841.181,766.802,764.424,717.431,800.855,878.811,933.911,997.079
TRINITY_DN62309_c2_g1,45.642,47.748,44.876,49.928,60.755,47.034,44.97,47.988,43.794,51.961,60.849,47.837,52.955,51.281,38.106
TRINITY_DN65536_c2_g1,9.209,8.589,10.884,11.586,10.254,9.511,10.052,11.043,12.003,11.603,8.788,12.289,9.958,10.271,10.876
TRINITY_DN44062_c0_g1,49.361,56.229,48.455,56.47,59.507,48.999,49.488,53.566,47.885,61.532,58.145,69.683,66.011,58.979,54.012
TRINITY_DN62505_c18_g1,0,1.353,4.38,0.624,1.018,1.051,0.352,22.415,0.668,10.079,0.743,1.631,12.808,0.337,2.729
TRINITY_DN66532_c2_g1,11.623,3.736,3.01,6.03,4.373,2.633,7.246,4.942,7.035,1.087,2.809,6.659,7.394,5.431,3.126
TRINITY_DN50465_c5_g1,26.382,22.403,22.211,20.958,24.352,24.269,20.114,19.862,20.989,24.568,21.08,19.841,19.4,16.396,23.086
TRINITY_DN52483_c6_g1,74.437,78.259,66.797,73.905,94.492,80.647,62.757,83.507,82.735,86.212,98.4,88.724,72.029,85.88,75.326
TRINITY_DN54376_c0_g1,20.447,16.413,18.622,26.353,23.833,20.289,17.728,23.635,23.598,17.415,15.319,19.363,20.202,19.408,20.438
TRINITY_DN49917_c1_g4,28.064,33.747,26.476,36.046,37.202,35.263,34.811,39.467,28.003,45.702,30.763,33.356,32.327,30.526,28.411
TRINITY_DN53159_c0_g2,15.056,17.442,15.862,15.743,15.017,11.741,14.042,18.498,14.622,16.684,19.671,16.392,14.788,17.509,14.358
TRINITY_DN53438_c0_g2,31.615,22.295,23.764,20.243,22.465,26.46,20.71,24.517,20.394,20.158,21.241,24.298,21.598,31.23,22.79
TRINITY_DN54108_c3_g4,4.718,1.981,11.212,11.505,5.302,3.4,13.924,4.307,2.808,2.56,3.818,7.853,4.335,4.298,9.542
TRINITY_DN52473_c2_g1,9.981,4.216,4.033,11.093,7.279,5.61,6.356,3.435,5.093,1.656,4.58,3.657,4.593,3.124,4.705
TRINITY_DN67296_c3_g1,10.782,14.069,10.932,11.596,13.219,8.892,8.634,10.551,10.187,11.888,11.254,12.694,12.947,16.764,10.255
TRINITY_DN49401_c0_g1,6.479,10.403,3.271,4.671,4.313,7.556,4.537,4.665,6.659,6.574,6.217,7.334,4.207,2.379,5.143
TRINITY_DN67177_c1_g1,36.294,26.168,36.684,43.234,43.053,53.951,40.599,33.756,148.697,32.585,38.922,44.554,36.445,56.222,36.354
TRINITY_DN61673_c1_g8,15.352,8.932,9.697,12.059,10.424,10.552,9.387,9.126,11.773,9.398,9.559,10.876,11.69,11.496,10.855
TRINITY_DN62565_c6_g1,52.932,35.375,56.184,37.848,31.541,38.349,42.193,41.2,34.223,37.533,47.472,37.948,42.147,61.072,32.79
TRINITY_DN65739_c0_g1,196.385,117.742,136.248,136.053,167.868,137.506,156.286,193.674,163.236,135.348,139.512,179.588,209.703,145.941,157.516
TRINITY_DN66934_c2_g1,98.574,160.264,93.919,102.503,139.832,99.502,108.754,177.309,70.2,201.818,86.499,155.696,125.311,158.325,159.562
TRINITY_DN52585_c5_g5,114.292,96.623,101.493,137.492,134.72,128.015,103.796,112.925,129.764,112.69,130.629,118.839,121.629,120.51,126.619
TRINITY_DN53244_c0_g4,14.462,16.952,14.203,11.193,16.225,15.573,11.245,14.858,13.412,16.643,15.776,15.634,15.214,13.864,11.904
TRINITY_DN59167_c7_g1,6.222,5.922,8.587,5.033,6.31,8.754,7.92,6.193,7.181,6.005,3.866,6.285,9.275,6.616,8.462
TRINITY_DN57406_c4_g1,20.803,14.148,19.201,19.699,19.969,19.602,17.386,18.426,16.428,15.749,24.288,17.899,19.064,26.023,16.538
TRINITY_DN52704_c1_g1,9.991,7.089,6.214,6.412,8.247,24.603,14.218,15.278,3.757,7.387,9.435,11.884,11.126,5.574,11.599
TRINITY_DN58747_c7_g2,56.345,47.297,38.729,48.186,43.252,40.638,45.811,42.389,48.47,39.727,45.301,49.904,49.293,47.514,41.691
TRINITY_DN66786_c4_g2,15.412,10.687,8.529,10.247,13.609,10.238,11.049,8.931,10.677,9.846,9.75,9.536,12.353,11.873,14.776
TRINITY_DN61679_c6_g5,6.865,7.716,8.211,7.67,8.177,8.086,7.128,8.552,6.69,7.895,10.273,8.3,7.265,8.821,8.167
TRINITY_DN58197_c0_g1,31.684,53.366,37.61,59.48,35.724,40.638,41.939,46.993,35.778,61.857,83.443,64.271,41.256,34.773,45.163
TRINITY_DN67047_c9_g1,8.111,14.158,13.778,10.74,11.542,11.152,14.931,9.126,15.875,11.786,12.492,10.45,14.471,10.322,22.149
TRINITY_DN61935_c5_g6,10.535,11.746,12.09,12.301,16.844,8.686,10.991,14.427,13.756,12.508,9.159,14.065,9.156,12.384,18.625
TRINITY_DN62053_c1_g8,3.581,1.5,2.431,3.201,3.255,2.584,4.126,2.297,14.977,1.067,2.723,1.932,2.583,2.767,2.77
TRINITY_DN64480_c6_g2,12.602,15.217,17.377,15.683,20.887,23.738,15.763,16.806,16.95,20.799,14.653,17.857,12.887,14.895,19.756
TRINITY_DN56068_c6_g2,7.3,9.569,8.047,8.536,7.189,8.578,7.95,8.234,7.452,9.195,7.836,9.453,8.037,7.83,7.037
TRINITY_DN55937_c2_g2,28.647,23.619,23.851,31.074,26.119,31.058,25.776,26.937,29.161,27.291,29.087,27.539,28.398,26.605,25.306
TRINITY_DN67287_c3_g1,9.328,9.51,14.154,1.611,3.804,3.92,3.686,4.102,1.597,8.768,2.923,3.646,3.761,3.961,6.09
TRINITY_DN61956_c7_g2,3.324,10.02,9.446,5.405,6.12,5.276,6.747,5.496,4.885,4.775,7.226,4.778,6.661,5.564,4.786
TRINITY_DN66286_c3_g1,0,0,0,0,0,0,0,0,0,0,0,24.173,13.125,0,16.283
TRINITY_DN54264_c4_g3,8.764,7.667,4.959,4.58,9.845,6.809,8.253,5.814,5.605,3.82,9.254,7.324,3.563,4.482,8.483
TRINITY_DN61900_c0_g1,39.113,45.042,40.254,40.103,44.301,37.975,35.896,40.769,39.974,56.055,49.433,49.644,49.451,48.514,47.933
TRINITY_DN48421_c0_g1,5.619,3.598,5.181,2.557,6.859,41.021,4.586,6.214,7.89,4.024,6.122,5.734,8.206,4.951,5.967
TRINITY_DN51380_c0_g3,0,1.382,0,11.928,1.627,0,1.261,1.497,0,0,0.314,4.706,0,0.031,0
TRINITY_DN61947_c6_g1,7.646,7.785,7.536,8.717,6.899,8.086,8.527,10.572,6.795,12.193,7.303,8.061,10.779,7.994,9.572
TRINITY_DN63055_c11_g10,5.965,7.491,11.684,3.05,2.227,6.888,8.028,2.81,3.549,8.271,4.542,2.95,4.543,2.787,4.196
TRINITY_DN57534_c5_g1,53.694,42.502,46.757,54.316,67.435,52.369,46.466,54.612,53.511,56.289,59.802,48.543,57.37,60.908,48.432
TRINITY_DN64372_c1_g1,6.786,9.481,9.957,7.69,5.931,5.266,5.398,5.824,5.271,7.468,7.055,8.248,5.335,6.646,7.077
TRINITY_DN49853_c0_g2,6.034,9.177,8.655,9.241,5.322,8.676,8.732,7.311,11.272,11.664,9.074,7.957,7.364,9.056,11.864
TRINITY_DN62230_c8_g3,15.352,13.099,14.868,16.83,16.414,15.416,12.839,15.668,12.41,13.331,13.339,14.356,15.174,15.416,14.847
TRINITY_DN50885_c1_g3,13.977,12.403,13.797,19.82,13.429,14.856,18.315,14.612,18.14,18.858,11.759,16.808,15.629,13.16,16.68
TRINITY_DN56138_c1_g2,66.355,86.799,37.282,83.075,65.558,64.612,65.074,43.804,42.301,89.219,69.666,78.71,73.049,77.08,67.23
TRINITY_DN49056_c0_g2,99.434,88.75,97.084,97.802,118.585,92.123,94.507,84.143,102.148,97.063,98.895,119.774,94.102,112.149,120.733
TRINITY_DN65108_c6_g7,14.195,7.353,9.417,10.408,11.552,8.774,10.502,10.9,11.71,7.58,10.74,7.812,11.71,9.658,12.098
TRINITY_DN52804_c4_g2,5.075,9,7.121,6.04,6.19,14.542,10.404,4.419,17.534,4.145,8.112,13.172,4.533,3.247,6.385
TRINITY_DN67419_c2_g1,9.249,5.628,8.163,10.831,5.222,7.202,5.368,6.419,11.804,8.494,8.664,8.217,6.919,7.902,5.967
TRINITY_DN56460_c3_g1,11.603,9.942,8.25,9.734,9.016,10.798,9.886,8.89,10.354,12.233,13.187,10.274,8.324,9.913,8.086
TRINITY_DN65126_c3_g1,7.241,7.765,8.597,8.546,5.621,6.013,6.825,8.593,9.863,6.523,5.817,7.053,5.493,6.605,11.711
TRINITY_DN67097_c7_g1,4.748,9.863,11.279,9.824,11.482,9.914,5.026,11.72,7.17,9.744,10.616,11.884,10.957,9.495,8.228
TRINITY_DN54690_c3_g2,5.718,2.726,8.008,4.067,5.471,4.48,16.3,6.634,4.373,13.158,3.608,6.222,4.088,5.288,4.929
TRINITY_DN63033_c11_g1,4.531,5.481,4.554,4.63,4.653,5.237,5.662,2.717,5.803,2.693,0.924,4.893,2.9,4.666,10.631
TRINITY_DN57192_c0_g2,31.644,44.934,41.634,26.997,33.098,24.298,38.565,33.417,24.35,28.266,25.821,22.365,32.694,52.271,48.218
TRINITY_DN64971_c5_g2,12.256,11.481,12.099,12.864,13.269,12.449,9.426,10.377,13.339,12.081,12.292,11.666,11.67,12.864,12.363
TRINITY_DN54153_c1_g1,2.453,7.373,4.487,6.613,8.327,3.439,2.19,1.436,6.93,11.4,11.911,5.225,3.068,6.993,5.468
TRINITY_DN56395_c4_g3,7.241,4.736,6.407,5.365,13.419,3.881,0.284,0.133,18.004,17.354,3.285,10.097,3.84,10.097,6.884
TRINITY_DN60528_c0_g2,13.809,9.755,10.314,12.583,15.017,8.882,10.541,13.186,20.311,14.052,12.244,14.055,13.679,11.445,12.23
TRINITY_DN52190_c2_g1,19.517,10.805,9.243,13.962,15.735,13.559,11.988,14.027,22.878,9.988,9.911,12.549,17.648,19.939,12.037
TRINITY_DN51136_c1_g1,104.944,135.37,151.666,201.442,166.23,140.808,134.285,202.277,145.201,182.259,134.685,161.389,208.525,190.739,142.913
TRINITY_DN66288_c11_g1,15.758,10.363,12.977,16.7,15.526,14.856,13.993,14.889,14.288,14.408,11.901,12.912,16.253,18.989,11.528
TRINITY_DN51932_c5_g1,11.564,10.932,11.897,10.942,14.417,11.152,10.394,11.002,10.072,12.558,17.881,10.617,13.937,10.771,8.585
TRINITY_DN48014_c0_g1,136.302,153.116,128.645,98.849,130.336,118.268,110.553,89.618,112.23,141.556,79.815,78.045,98.655,117.743,102.414
TRINITY_DN115011_c0_g1,10.772,9.765,10.961,13.811,16.045,8.086,9.69,11.423,9.435,13.158,7.141,10.845,10.027,14.221,10.611
TRINITY_DN50874_c9_g8,27.698,25.266,42.811,26.876,27.866,26.489,26.45,19.544,27.314,22.922,78.016,36.805,20.163,23.236,22.668
TRINITY_DN51894_c3_g1,5.708,4.334,6.58,6.009,4.493,7.025,8.517,9.454,5.386,5.355,5.36,5.08,7.612,4.9,7.2
TRINITY_DN49935_c105_g4,6.509,14.04,10.874,16.186,11.382,6.848,6.727,4.245,82.035,16.186,16.233,25.451,6.275,5.574,14.552
TRINITY_DN51830_c4_g2,5.352,8.677,7.729,9.19,9.056,7.988,9.553,6.993,9.206,4.887,11.682,8.134,6.533,9.096,9.063
TRINITY_DN62281_c1_g1,5.886,10.206,7.806,6.221,7.838,7.31,6.366,5.332,6.513,9.541,10.026,7.552,7.938,6.952,5.214
TRINITY_DN48950_c0_g1,8.408,6.951,7.786,8.717,8.077,8.764,8.106,12.171,10.04,8.86,8.655,11.375,6.612,6.197,9.45
TRINITY_DN58201_c3_g1,8.982,6.304,6.937,9.442,6.55,7.664,9.984,7.69,7.504,7.001,6.398,7.822,6.751,6.268,9.715
TRINITY_DN58129_c0_g1,35.532,34.11,69.016,50.33,53.916,58.736,68.663,65.009,28.086,38.722,31.315,62.256,57.687,31.067,52.21
TRINITY_DN62570_c1_g3,16.401,13.422,16.528,19.438,18.481,20.791,20.613,17.862,17.44,19.478,17.681,15.665,19.4,18.887,18.381
TRINITY_DN57028_c3_g1,4.085,7.51,7.999,5.738,4.004,4.362,6.591,7.762,6.273,9.216,5.094,5.288,6.176,5.156,6.202
TRINITY_DN53755_c7_g1,10.288,5.373,8.703,7.831,4.413,6.583,12.389,4.953,5.281,4.684,5.598,8.258,6.523,2.705,7.637
TRINITY_DN52973_c0_g3,5.52,3.451,6.291,7.751,7.578,7.634,8.81,5.486,6.753,6.503,3.475,5.09,7.958,6.718,9.562
TRINITY_DN21168_c0_g1,5.747,6.559,4.226,7.348,2.716,13.225,2.533,4.563,4.978,3.201,5.246,4.934,2.118,4.992,5.866
TRINITY_DN52781_c1_g1,6.489,10.108,2.431,6.744,0,4.009,0.127,5.291,10.552,0,1.228,6.035,0,0.633,0
TRINITY_DN50207_c1_g2,125.035,169.46,180.245,123.792,129.747,209.104,143.555,163.651,155.179,241.779,163.572,162.323,152.333,104.839,127.699
TRINITY_DN54184_c3_g3,9.467,14.815,17.367,11.777,15.296,15.986,11.04,12.151,10.813,17.293,23.926,9.9,18.965,14.64,12.882
TRINITY_DN58972_c6_g2,9.595,8.481,8.529,8.204,9.375,10.906,8.732,9.146,9.31,9.124,10.007,8.861,10.393,10.087,8.259
TRINITY_DN51474_c0_g2,32.426,38.679,34.069,23.182,27.158,34.497,31.867,27.316,26.385,37.614,38.351,26.791,24.627,26.646,23.228
TRINITY_DN53183_c3_g1,8.072,5.216,7.217,9.09,8.587,6.868,8.321,8.285,7.588,7.407,6.636,7.105,9.186,8.045,8.686
TRINITY_DN61804_c3_g1,3.086,8.226,7.236,3.906,2.676,4.608,5.261,4.522,6.367,2.916,10.226,7.23,4.326,6.677,3.157
TRINITY_DN58836_c3_g4,5.253,5.402,10.228,5.778,6.33,10.729,8.849,10.787,5.761,4.318,5.903,6.97,6.216,3.624,7.281
TRINITY_DN63774_c0_g1,144.255,193.668,212.568,131.1,155.787,200.831,203.026,194.217,134.701,161.674,148.871,154.294,137.664,105.206,161.528
TRINITY_DN46719_c0_g1,14.086,14.246,14.454,13.75,16.185,13.775,11.538,13.381,11.721,14.631,18.214,13.598,14.283,13.384,9.705
TRINITY_DN56675_c0_g3,9.734,15.56,7.159,8.536,7.868,9,12.105,9.526,80.71,7.773,6.417,8.882,5.781,5.207,10.764
TRINITY_DN50097_c3_g1,16.52,12.412,13.103,14.706,17.193,14.542,14.061,13.914,15.708,13.412,16.053,14.668,13.65,15.538,14.501
TRINITY_DN61488_c1_g1,21.901,21.295,20.204,23.152,21.776,21.96,20.319,21.841,19.81,22.434,20.47,20.859,22.796,21.531,22.403
TRINITY_DN52133_c5_g1,7.706,10.069,8.163,5.567,16.354,10.435,5.358,6.552,5.688,12.619,11.977,7.594,7.275,11.332,7.475
TRINITY_DN55722_c3_g2,17.163,12.059,22.028,17.535,12.111,23.689,21.502,17.626,18.411,14.174,24.983,30.572,28.675,35.171,22.251
TRINITY_DN68262_c14_g1,6.321,8.804,6.214,6.583,5.741,5.04,6.092,10.756,17.409,6.462,7.598,5.984,5.543,8.004,9.175
TRINITY_DN61842_c3_g3,12.098,9.501,11.221,10.821,10.573,13.097,10.336,9.362,10.834,8.677,9.302,7.365,11.789,10.281,12.088
TRINITY_DN63033_c7_g1,27.45,26.08,24.565,25.507,27.757,25.045,19.664,26.332,25.425,25.879,34.495,23.446,28.17,25.564,21.446
TRINITY_DN57793_c2_g1,9.249,10.952,6.079,11.807,8.597,5.237,6.532,7.813,8.381,8.962,9.093,8.435,9.304,7.228,9.358
TRINITY_DN11780_c0_g1,4.827,4.304,9.803,7.187,5.561,9.707,10.179,7.219,6.805,7.366,6.55,9.671,12.195,5.881,10.713
TRINITY_DN51795_c4_g3,12.682,9.265,12.369,3.956,12.92,10.474,10.209,11.607,6.554,11.685,10.74,9.464,11.551,10.546,11.935
TRINITY_DN53990_c5_g1,6.341,4.402,8.278,11.646,6.15,3.478,5.965,19.441,5.239,36.222,4.513,10.035,8.483,7.973,10.153
TRINITY_DN52789_c2_g7,12.395,9.01,6.822,8.264,10.853,12.134,8.39,10.51,8.277,7.996,6.893,13.369,12.68,9.076,11.823
TRINITY_DN53301_c5_g1,284.454,298.615,293.076,329.814,296.697,270.159,291.744,310.137,294.044,328.377,281.776,317.729,288.433,310.341,295.917
TRINITY_DN52935_c1_g4,11.979,11.452,10.7,8.667,7.628,9.727,11.783,12.305,8.986,10.74,10.568,13.702,10.621,9.852,9.45
TRINITY_DN55884_c0_g1,11.208,16.413,13.643,21.35,12.8,21.537,39.133,18.97,20.206,16.653,13.71,20.309,15.501,13.303,20.855
TRINITY_DN59259_c8_g1,24.651,12.354,12.177,17.807,13.09,13.068,21.551,24.906,11.272,10.15,18.071,12.943,24.092,13.446,22.057
