,GG595,GG596,GG826,GG823,GG607,GG831,GG646,GG815,GG633,GG806,GG808,GG811,GG797,GG675,GG671
TRINITY_DN61878_c1_g1,9.002,7.147,6.744,6.654,6.041,6.465,6.16,7.157,7.202,6.706,7.988,5.921,9.433,8.566,7.729
TRINITY_DN39292_c0_g1,6.736,4.628,8.443,11.526,5.432,6.632,5.935,5.506,7.452,6.239,7.303,5.786,5.424,11.414,13.31
TRINITY_DN55557_c7_g2,136.183,166.548,140.551,147.397,137.585,132.898,138.323,154.874,126.904,177.128,148.1,174.353,166.181,150.842,148.473
TRINITY_DN51790_c2_g1,9.872,6.196,7.015,8.435,8.277,7.379,8.263,6.993,8.684,6.838,7.893,7.521,8.978,8.494,8.136
TRINITY_DN61583_c5_g1,1.345,13.471,0.54,4.57,7.438,4.795,7.148,1.384,2.87,6.371,0.543,4.041,7.948,9.546,7.699
TRINITY_DN61752_c9_g1,18.686,17.011,19.085,18.662,16.125,17.617,16.78,21.533,13.297,17.11,12.511,19.53,13.293,14.252,18.778
TRINITY_DN61851_c0_g1,7.874,5.255,5.808,7.67,8.047,7.3,9.348,7.936,6.022,6.604,7.75,8.861,7.661,9.515,7.566
TRINITY_DN51429_c2_g6,22.583,19.697,18.39,24.591,24.811,22.176,16.261,29.193,27.512,22.505,22.451,26.043,24.597,20.367,22.912
TRINITY_DN55820_c0_g4,10.456,34.708,67.463,35.674,127.441,20.692,7.451,90.49,19.277,24.456,36.866,5.9,83.234,116.794,15.061
TRINITY_DN55437_c1_g3,11.287,10.893,15.274,10.771,10.943,15.897,13.269,13.494,12.911,12.121,10.854,10.97,11.333,13.844,12.699
TRINITY_DN61061_c2_g7,59.777,64.072,57.949,53.169,73.615,54.531,55.756,55.709,62.977,72.139,77.549,67.086,69.139,55.845,55.54
TRINITY_DN63315_c1_g1,8.408,9.873,6.532,14.968,11.023,16.065,9.896,12.899,10.114,11.38,12.549,12.673,9.641,10.955,11.996
TRINITY_DN67420_c1_g2,25.64,95.25,130.092,52.605,111.795,82.789,47.395,27.132,34.609,66.114,27.611,28.598,111.978,16.314,55.856
TRINITY_DN54018_c9_g1,5.144,11.363,9.07,7.086,7.149,10.002,10.443,10.931,6.888,7.468,8.074,8.643,10.65,7.106,7.067
TRINITY_DN50226_c6_g2,7.241,10.854,8.047,8.908,6.29,5.404,8.517,8.059,8.945,11.918,8.217,7.978,5.939,7.34,6.538
TRINITY_DN53157_c1_g1,15.125,16.491,14.444,17.887,18.381,17.705,12.927,15.852,17.472,19.254,18.804,15.551,18.322,19.837,17.373
TRINITY_DN50476_c6_g1,7.736,4.834,3.088,4.6,9.895,6.73,6.6,5.158,3.705,2.571,2.837,9.702,5.187,7.33,11.558
TRINITY_DN115625_c0_g1,179.351,205.953,199.34,302.464,253.963,226.908,238.531,279.888,204.212,236.953,198.124,238.104,206.942,255.221,241.528
TRINITY_DN52477_c4_g10,5.352,1.726,3.917,4.761,4.024,3.292,4.214,4.132,7.389,1.463,1.98,10.752,7.394,6.166,10.723
TRINITY_DN50070_c13_g2,15.699,13.667,21.15,22.669,17.992,16.232,19.165,16.57,17.388,17.598,17.519,15.634,17.906,16.764,21.589
TRINITY_DN53883_c2_g1,17.449,10.138,11.655,8.798,14.807,13.913,7.148,8.08,11.105,8.23,11.939,8.612,10.502,15.171,12.251
TRINITY_DN66181_c7_g2,10.683,8.559,11.144,10.428,11.392,11.938,11.851,11.341,11.596,9.409,8.331,10.804,10.354,11.812,11.191
TRINITY_DN53877_c2_g2,21.1,17.707,18.11,19.589,19.29,19.454,17.982,17.872,20.561,19.122,16.729,18.917,20.895,18.795,21.528
TRINITY_DN50859_c6_g2,27.678,35.855,24.083,23.585,29.574,24.298,20.427,22.517,27.001,31.772,26.173,27.424,24.429,26.952,25.743
TRINITY_DN49306_c0_g1,9.13,9.01,9.591,11.465,15.356,13.687,8.36,10.162,12.639,10.445,14.948,10.876,11.363,10.832,10.397
TRINITY_DN62473_c3_g3,38.608,26.678,45.31,41.885,30.283,49.245,61.251,74.104,26.698,42.572,30.287,41.012,38.593,41.276,41.558
TRINITY_DN51033_c11_g1,6.796,10.099,8.771,6.865,7.428,8.096,6.483,5.916,7.337,10.597,9.216,8.186,8.453,8.259,7.851
TRINITY_DN58060_c0_g1,16.985,14.648,10.488,9.049,12.011,11.368,8.752,5.742,12.472,11.806,13.863,7.313,10.334,15.712,12.464
TRINITY_DN65218_c1_g1,91.708,208.59,75.838,88.571,68.104,82.435,193.756,198.873,139.94,90.205,45.177,126.152,63.744,116.151,55.886
TRINITY_DN63618_c5_g1,16.895,16.217,14.347,13.106,10.683,19.896,22.275,28.721,11.189,19.112,14.824,16.527,11.462,12.129,13.157
TRINITY_DN50598_c5_g3,6.568,6.265,11.781,5.103,7.428,11.437,11.529,13.104,5.177,7.824,8.045,7.895,9.383,7.269,8.727
TRINITY_DN64099_c0_g3,66.514,69.798,71.178,71.892,68.174,82.15,73.533,58.795,86.231,65.433,47.672,80.487,62.834,47.677,99.267
TRINITY_DN66556_c1_g7,27.134,13.265,23.379,31.064,18.831,25.281,22.891,37.744,18.954,24.385,19.747,30.156,31.526,27.391,20.468
TRINITY_DN66037_c4_g2,54.297,70.082,54.592,55.806,64.29,69.397,45.107,60.313,48.532,67.588,61.22,62.37,75.85,70.444,58.656
TRINITY_DN53502_c4_g10,11.979,10.304,2.885,8.747,9.964,0,3.158,3.866,3.757,3.251,6.255,7.749,2.96,5.38,3.849
TRINITY_DN65969_c4_g1,24.196,31.07,30.962,23.967,26.858,21.252,23.174,22.189,22.722,25.493,25.602,25.253,24.161,27.8,25.346
TRINITY_DN67204_c3_g1,6.786,9.246,9.533,10.841,9.994,10.101,9.104,9.731,8.684,9.754,9.607,8.404,9.215,10.209,10.703
TRINITY_DN59482_c3_g2,0.208,0.343,3.628,0.111,0.519,0.776,0.841,0.267,0.574,0.437,2.533,9.079,0.198,7.381,8.737
TRINITY_DN51003_c10_g2,12.682,10.295,9.948,7.831,9.036,8.037,14.032,5.824,8.861,11.827,10.664,9.349,9.482,8.872,8.248
TRINITY_DN66169_c4_g1,54.91,31.806,75.77,126.53,84.298,77.65,61.652,95.473,44.055,139.006,83.881,62.152,62.745,118.111,92.597
TRINITY_DN62421_c1_g1,4.392,4.177,3.58,9.341,6.031,3.842,7.343,4.614,7.191,4.074,4.294,4.02,8.186,3.594,4.908
TRINITY_DN59253_c1_g1,8.715,5.863,8.037,10.157,10.424,9.049,7.901,9.721,7.504,8.393,8.626,7.677,9.136,7.657,7.688
TRINITY_DN54259_c4_g2,11.494,8.157,8.896,5.073,9.575,22.52,9.309,13.484,7.723,13.585,4.17,13.484,8.473,6.901,13.554
TRINITY_DN51224_c1_g3,10.931,10.383,9.678,10.308,11.722,10.71,9.221,10.397,9.832,12.091,10.759,10.17,9.809,9.862,8.493
TRINITY_DN60291_c8_g2,7.617,5.432,5.76,9.361,7.728,7.998,7.735,8.5,8.026,7.549,6.817,6.659,5.682,6.748,9.857
TRINITY_DN54580_c0_g3,73.952,92.25,87.85,89.004,86.605,80.116,83.702,98.242,83.549,109.51,81.957,91.965,88.886,92.965,97.658
TRINITY_DN53229_c4_g1,11.079,7.108,8.742,9.885,9.585,10.435,9.338,10.849,9.936,9.256,6.703,9.048,8.324,13.109,10.876
TRINITY_DN49802_c0_g2,5.045,2.382,7.497,17.324,7.558,14.316,5.368,7.865,11.272,3.688,15.814,7.999,29.972,50.117,3.595
TRINITY_DN66689_c4_g4,0.297,9.883,4.805,1.51,4.303,5.964,3.921,2.881,3.893,5.436,4.142,5.578,6.097,5.472,3.992
TRINITY_DN63235_c3_g1,21.703,18.158,22.829,22.779,25.77,23.876,19.136,20.538,28.358,16.785,24.107,21.472,25.518,20.031,22.505
TRINITY_DN65686_c1_g4,222.273,240.925,222.844,247.997,238.338,243.257,197.638,209.147,239.855,263.136,258.878,240.223,238.824,259.958,253.106
TRINITY_DN58487_c3_g1,15.224,23.903,20.995,9.522,10.603,20.191,15.968,7.67,8.037,20.311,21.813,9.027,8.245,14.313,10.468
TRINITY_DN58892_c0_g3,218.197,186.491,193.358,287.989,206.268,290.852,183.147,214.848,239.521,231.822,217.994,224.662,207.169,223.133,237.954
TRINITY_DN53671_c1_g2,0.791,0,3.985,1.892,1.528,2.643,1.32,10.131,6.742,3.231,1.104,3.937,3.395,4.594,3.279
TRINITY_DN62992_c5_g1,8.052,7.746,7.034,5.969,7.438,7.792,9.055,6.829,7.181,6.096,6.988,6.409,5.8,6.891,5.102
TRINITY_DN57794_c10_g1,6.944,9.706,12.244,11.153,8.806,9.413,11.499,12.315,9.811,9.856,11.244,8.279,11.225,8.637,8.065
TRINITY_DN56644_c1_g4,10.683,9.187,0.068,2.144,7.988,18.265,0.254,1.989,7.035,12.355,1.076,5.848,0.901,0,1.741
TRINITY_DN67902_c4_g1,9.387,16.883,20.484,18.23,15.765,16.88,22.304,21.031,12.681,13.229,9.778,15.021,17.203,15.804,22.77
TRINITY_DN52968_c0_g3,14.136,8.334,12.514,14.777,15.396,10.641,9.534,11.976,13.725,10.303,10.825,6.752,16.659,17.233,14.735
TRINITY_DN59969_c7_g1,17.529,17.226,17.049,15.844,19.549,14.257,12.976,15.606,15.384,15.322,22.346,15.665,17.599,17.713,13.982
TRINITY_DN54262_c5_g1,6.924,3.088,4.448,3.302,6.2,4.795,1.594,7.116,5.062,2.743,1.685,7.968,5.325,3.114,9.878
TRINITY_DN50688_c8_g3,92.322,65.915,86.036,101.556,64.35,78.623,101.528,103.051,74.427,66.297,58.231,97.346,68.189,75.936,88.941
TRINITY_DN58462_c7_g1,3.69,8.226,8.394,4.187,4.124,9.933,7.089,4.635,3.601,3.891,4.989,7.074,5.117,6.442,4.155
TRINITY_DN57053_c2_g1,6.044,9.991,4.13,4.731,7.888,8.823,4.645,2.686,4.738,6.574,2.694,4.789,7.463,5.778,5.662
TRINITY_DN52637_c10_g2,11.633,13.814,10.507,10.388,12.61,10.552,10.6,10.941,18.922,11.817,15.138,12.642,13.273,11.23,9.766
TRINITY_DN57284_c0_g5,7.409,10.746,11.028,12.532,8.277,9.334,81.316,7.824,12.097,9.114,9.702,11.458,12.858,6.105,11.721
TRINITY_DN46246_c0_g2,23.395,26.345,24.739,28.789,24.901,24.721,25.032,27.214,26.364,29.679,26.43,29.658,29.368,27.126,30.917
TRINITY_DN51780_c3_g4,55.781,52.17,46.159,45.267,60.206,54.698,53.859,80.903,52.874,47.358,36.361,59.783,69.307,60.286,51.691
TRINITY_DN59715_c5_g6,11.851,8.922,14.637,17.243,11.792,11.26,11.47,10.315,10.834,9.297,7.417,11.707,12.492,21.572,12.373
TRINITY_DN66758_c1_g2,3.531,3.441,8.153,9.271,6.779,4.274,4.87,4.03,12.431,4.979,5.389,7.137,1.762,5.462,4.196
TRINITY_DN52609_c9_g1,73.329,110.732,99.622,74.207,111.346,152.746,108.666,61.277,61.579,110.14,103.304,76.3,67.377,117.1,64.084
TRINITY_DN33308_c0_g1,6.677,5.118,7.043,7.781,5.022,9.393,6.855,7.393,4.123,8.179,4.446,6.638,9.819,9.719,7.159
TRINITY_DN54640_c0_g1,8.695,8.971,6.493,7.55,16.534,26.872,6.287,6.788,7.692,11.806,12.377,10.669,7.523,12.517,8.106
TRINITY_DN68350_c32_g1,0.692,0.873,9.06,12.995,0.539,9.668,1.457,0.984,13.286,0.64,1.657,0.447,0.911,1.848,13.849
TRINITY_DN65246_c1_g3,4.422,6.108,5.837,3.745,2.346,8.892,3.276,2.553,9.56,6.879,0,12.466,1.97,4.645,5.845
TRINITY_DN51744_c3_g1,6.647,6.951,11.27,6.372,5.352,10.081,11.744,13.053,6.607,7.407,5.817,11.209,6.79,9.096,14.033
TRINITY_DN60864_c3_g1,45.889,50.728,45.213,46.384,61.833,52.939,40.805,51.331,43.627,63.473,68.428,44.98,59.142,53.823,35.764
TRINITY_DN67641_c4_g3,4.204,5.5,4.187,7.318,4.653,4.068,4.244,4.573,5.5,4.664,6.008,3.677,5.038,4.155,9.134
TRINITY_DN64106_c7_g1,5.084,4.255,6.976,6.925,10.593,6.848,9.446,8.562,7.588,7.377,4.818,8.373,6.374,7.453,10.01
TRINITY_DN50806_c15_g6,0.692,0.098,3.937,1.047,4.183,0.373,6.239,1.21,12.316,2.804,2.609,5.038,1.247,3.338,1.782
TRINITY_DN66761_c0_g1,8.28,10.216,11.926,9.965,13.589,10.415,9.573,10.828,12.034,13.737,11.378,9.879,8.908,8.045,10.591
TRINITY_DN63550_c1_g3,9.18,10.452,8.269,7.892,9.096,8.135,6.63,8.952,8.35,10.404,12.301,9.588,8.008,8.045,7.739
TRINITY_DN53764_c6_g1,15.214,18.06,11.183,15.089,10.294,16.379,20.789,15.206,12.097,15.342,12.977,19.966,14.461,15.916,22.363
TRINITY_DN47444_c0_g4,5.49,7.079,6.889,4.62,7.039,6.838,3.53,4.85,3.862,7.976,10.568,6.202,10.165,9.219,5.611
TRINITY_DN65515_c6_g3,15.105,14.677,12.341,11.626,14.398,13.726,11.959,10.725,10.75,13.828,17.481,12.954,11.789,11.567,8.676
TRINITY_DN51436_c5_g2,9.704,16.305,19.114,8.808,8.617,9.599,6.923,11.7,16.887,6.218,22.689,9.962,9.908,12.792,29.633
TRINITY_DN184601_c0_g1,35.463,53.415,64.26,69.164,49.233,56.093,357.66,61.02,66.495,60.75,56.031,73.558,57.736,42.389,63.819
TRINITY_DN55381_c6_g1,9.615,5.432,11.588,7.862,4.303,7.104,10.932,7.506,4.498,7.61,7.179,3.459,6.899,7.055,6.202
TRINITY_DN63616_c4_g1,17.449,12.883,8.954,18.491,16.944,14.915,12.301,13.33,14.675,13.392,13.472,15.104,12.67,11.771,13.707
TRINITY_DN61653_c1_g1,16.757,14.756,14.106,16.116,18.631,17.332,13.298,14.048,15.374,18.492,22.898,15.426,16.886,17.621,13.391
TRINITY_DN55665_c10_g4,5.727,3.51,2.161,4.51,10.334,2.741,6.141,4.071,4.029,8.179,4.389,4.81,3.029,1.603,12.851
TRINITY_DN49854_c1_g1,19.438,16.383,17.165,15.371,24.931,18.197,15.01,20.713,15.52,20.981,19.585,18.086,21.143,20.051,18.819
TRINITY_DN57938_c11_g1,651.357,382.276,478.358,499.064,585.146,499.012,497.332,502.683,505.29,428.437,488.069,488.539,598.752,606.562,597.669
TRINITY_DN55131_c0_g3,50.568,38.983,46.342,69.758,70.949,59.847,46.985,53.361,65.472,52.936,54.251,61.56,53.915,63.502,71.334
TRINITY_DN68002_c5_g1,5.569,2.422,4.081,3.614,2.526,2.869,4.068,1.948,3.893,1.443,6.103,2.732,1.356,17.203,0.336
TRINITY_DN63755_c2_g2,911.1,539.854,660.011,820.815,951.175,833.351,750.149,830.425,847.021,674.453,668.017,720.847,872.288,898.536,841.061
TRINITY_DN62204_c2_g1,10.169,1.863,24.208,13.821,9.226,17.244,59.53,28.167,2.254,2.296,5.484,41.376,8.413,7.657,9.277
TRINITY_DN60242_c8_g1,10.347,12.56,9.118,7.248,13.509,5.885,12.37,16.068,7.556,15.942,13.282,5.724,15.807,17.274,13.198
TRINITY_DN60765_c5_g1,191.202,228.797,229.279,266.146,213.417,193.61,194.099,215.309,238.059,221.143,224.364,229.004,205.922,225.839,264.267
TRINITY_DN62426_c2_g1,12.306,9.363,9.214,8.727,10.004,10.159,7.735,7.003,9.195,9.114,10.197,8.944,10.68,13.282,11.273
TRINITY_DN54508_c7_g1,12.958,7.167,9.388,19.659,5.262,11.486,17.396,16.785,19.632,6.828,5.189,15.561,13.64,6.891,15.041
TRINITY_DN53921_c11_g6,5.757,9.716,8.124,11.425,12.141,9.108,11.186,12.663,6.847,9.957,17.414,10.108,11.848,11.996,11.466
TRINITY_DN58163_c5_g3,19.982,20.756,18.294,18.723,22.705,18.246,17.356,16.642,20.248,20.443,25.174,21.493,20.737,17.795,19.338
TRINITY_DN57775_c8_g7,16.559,8.971,10.816,12.673,14.417,11.476,12.105,11.597,11.366,9.988,12.606,12.892,13.382,10.73,12.515
TRINITY_DN50409_c6_g9,0,0,0,0,0,0,0,0,3.695,0.284,32.505,6.742,0,0,0
TRINITY_DN58733_c5_g1,78.72,99.515,96.968,61.302,91.178,95.601,78.813,67.255,66.912,96.88,133.362,65.393,83.036,101,65.041
TRINITY_DN65486_c0_g1,32.317,30.825,44.123,28.94,35.864,26.951,36.62,54.673,51.851,35.968,20.965,57.591,28.339,37.693,47.526
TRINITY_DN49995_c5_g4,4.966,5.647,7.584,7.258,10.034,6.897,10.111,18.713,8.527,2.632,5.97,5.765,7.839,15.763,8.238
TRINITY_DN52020_c4_g4,3.739,8.089,5.046,4.328,6.979,7.271,6.053,8.439,4.645,7.6,8.74,6.295,11.7,6.769,4.409
TRINITY_DN57562_c1_g1,10.802,14.324,14.309,13.126,12.75,12.694,12.682,18.088,9.393,17.567,12.796,13.962,15.708,12.455,11.721
TRINITY_DN65722_c2_g2,10.871,6.942,8.298,6.714,5.961,8.961,9.084,7.844,7.139,6.35,6.665,8.778,8.542,6.718,7.974
TRINITY_DN52648_c9_g1,15.085,13.569,15.032,12.552,18.341,12.174,11.92,14.622,12.253,19.396,14.405,14.439,16.688,16.1,16.843
TRINITY_DN64248_c0_g1,7.548,1.49,7.468,2.698,7.269,1.012,4.86,1.815,6.189,4.42,11.797,4.259,8.641,6.493,2.872
TRINITY_DN64283_c3_g1,19.715,14.275,16.026,19.548,17.932,15.662,17.356,16.293,17.586,15.637,15.834,16.029,19.46,17.601,17.23
TRINITY_DN62148_c3_g2,16.52,17.883,22.365,28.779,20.248,16.34,20.857,20.036,20.008,22.597,22.603,21.202,19.193,23.655,17.525
TRINITY_DN65371_c4_g4,6.578,9.334,7.458,8.778,11.212,5.954,4.4,12.243,5.751,10.181,2.276,5.121,10.997,6.963,12.383
TRINITY_DN50265_c4_g1,833.824,592.817,634.317,684.894,705.878,571.141,531.605,583.339,557.309,588.19,643.424,674.017,662.11,808.909,753.922
TRINITY_DN52375_c5_g2,44.385,53.572,53.82,47.854,56.951,46.425,43.758,50.797,54.826,50.061,67.266,48.969,57.588,51.659,45.906
TRINITY_DN61163_c1_g2,12.731,12.863,11.009,11.475,13.269,9.806,11.079,11.987,12.754,14.794,13.51,11.302,11.432,13.272,11.12
TRINITY_DN52405_c3_g1,31.506,9.569,5.731,28.034,40.497,4.962,25.912,9.915,14.539,33.204,20.88,9.962,18.529,14.701,46.283
TRINITY_DN50033_c5_g1,7.023,6.04,9.427,9.553,5.691,10.091,6.561,9.064,7.191,3.211,3.913,4.976,10.502,5.482,10.387
TRINITY_DN68285_c3_g2,9.941,10.579,18.747,1.359,5.941,8.165,10.942,4.542,4.905,13.452,12.244,7.448,2.653,1.409,5.265
TRINITY_DN54316_c4_g5,10.209,15.442,16.422,10.65,13.938,15.347,14.56,15.329,13.182,13.615,14.339,13.993,12.769,11.659,12.383
TRINITY_DN57391_c4_g2,10.703,24.609,14.521,12.713,13.589,15.573,15.45,13.914,13.286,18.827,14.643,20.319,12.581,12.118,16.762
TRINITY_DN66883_c6_g1,3.986,7.785,9.822,10.962,7.169,10.464,8.527,6.573,8.204,7.305,6.274,9.858,7.107,5.972,6.741
TRINITY_DN53229_c3_g1,5.391,10.795,8.761,3.755,3.924,6.013,5.799,4.163,8.318,5.385,6.332,4.363,4.652,5.013,8.35
TRINITY_DN55585_c7_g1,7.983,8.667,8.221,5.909,8.187,9.354,9.397,6.85,7.713,8.189,8.807,8.861,5.573,6.228,6.69
TRINITY_DN57567_c1_g1,8.982,6.53,6.937,8.466,7.408,15.347,8.634,9.372,10.865,8.291,5.475,8.072,6.751,5.595,10.499
TRINITY_DN49236_c0_g1,26.372,21.923,15.92,19.387,23.254,25.389,19.997,21.277,26.26,23.044,24.793,28.235,21.36,30.75,27.475
TRINITY_DN64702_c5_g2,23.484,30.708,32.323,34.718,23.733,34.183,44.53,47.28,27.22,24.731,21.956,38.768,26.507,25.727,31.833
TRINITY_DN65933_c1_g1,11.168,17.442,17.097,12.874,16.424,17.509,13.396,13.391,14.883,15.728,16.033,15.509,13.353,15.232,12.617
TRINITY_DN60450_c1_g1,6.796,12.344,8.645,6.835,7.738,5.984,9.182,10.49,7.17,9.764,7.541,8.664,9.235,7.585,8.493
TRINITY_DN60967_c2_g4,15.253,38.237,33.78,28.678,22.744,37.219,8.624,34.904,38.179,22.404,16.443,18.065,25.072,32.333,32.892
TRINITY_DN51551_c0_g3,28.776,34.727,30.171,29.262,29.544,27.541,29.217,30.567,30.382,29.882,32.105,29.99,29.477,27.83,26.609
TRINITY_DN62920_c4_g1,2.542,3.912,6.889,1.45,4.343,2.564,3.139,3.322,2.714,5.69,9.93,3.2,4.048,4.339,2.495
TRINITY_DN52298_c4_g1,2.424,31.09,38.469,32.211,32.559,19.592,34.948,42.748,45.652,33.113,23.127,23.093,36.881,34.477,37.75
TRINITY_DN57379_c8_g7,26.6,34.6,28.695,26.363,26.608,25.625,27.037,25.819,33.106,34.17,31.991,32.296,25.359,28.361,26.069
TRINITY_DN56570_c4_g4,6.776,10.275,7.95,8.224,8.057,7.143,7.94,6.552,7.431,8.301,7.912,8.487,7.453,7.657,6.741
TRINITY_DN48754_c0_g1,45.256,20.56,71.602,27.853,47.835,50.434,71,10.346,73.707,19.772,19.928,28.629,27.873,11.587,17.912
TRINITY_DN65142_c4_g2,15.085,10.412,10.7,6.281,7.518,6.819,12.555,5.978,7.389,9.581,9.921,8.726,8.681,9.352,5.356
TRINITY_DN56858_c5_g1,11.148,8.236,8.828,10.358,14.827,7.752,10.502,9.905,7.734,7.387,7.084,12.829,7.958,9.362,21.405
TRINITY_DN60722_c3_g1,6.173,7.932,6.291,5.818,5.312,5.473,8.39,5.363,5.72,7.326,9.626,7.5,7.443,6.748,6.232
TRINITY_DN58483_c6_g3,1.049,0,0.27,2.456,2.706,1.041,0.127,1.856,0,0,28.877,8.819,0,15.477,6.181
TRINITY_DN52884_c5_g3,64.733,75.318,64.539,89.336,66.636,77.503,70.247,82.461,74.75,95.742,74.198,87.561,94.132,74.334,88.921
TRINITY_DN67923_c5_g9,6.697,10.716,12.62,13.076,8.547,11.692,17.513,12.161,7.066,13.757,13.691,16.662,10.472,9.158,14.969
TRINITY_DN64655_c0_g3,9.991,17.442,8.539,18.401,13.07,11.555,17.425,13.012,8.663,21.825,16.986,7.137,14.54,21.082,14.99
TRINITY_DN66297_c0_g1,4.155,10.226,8.539,5.506,4.972,6.721,5.671,5.722,6.617,8.626,8.588,6.43,5.83,6.166,5.509
TRINITY_DN59936_c2_g2,13.671,7.314,8.317,10.187,10.274,8.764,8.018,7.608,10.322,7.488,7.845,9.152,10.938,9.393,8.941
TRINITY_DN62793_c0_g2,10.802,8.079,6.358,11.334,7.269,8.361,8.233,7.608,8.517,7.387,10.226,7.407,8.809,8.974,8.289
TRINITY_DN37916_c0_g1,16.223,8.393,4.506,8.174,6.3,14.099,8.859,10.531,13.14,5.162,4.142,10.43,14.194,11.639,12.047
TRINITY_DN61828_c5_g5,5.332,4.863,9.349,3.966,4.343,11.191,2.797,1.989,6.387,2.875,8.569,4.186,3.257,1.184,5.55
TRINITY_DN66154_c1_g6,7.914,12.383,11.781,5.516,6.71,8.892,9.993,5.342,5.292,9.785,9.978,5.817,5.127,7.259,6.772
TRINITY_DN63105_c6_g2,129.872,45.316,260.107,267.404,151.024,146.841,246.666,240.493,35.674,153.748,144.082,212.768,186.729,206.594,239.726
TRINITY_DN53115_c1_g1,18.36,4.99,16.721,10.066,11.023,16.536,10.326,11.956,14.236,6.909,15.262,17.379,18.925,28.637,30.224
TRINITY_DN55564_c3_g1,7.736,10.216,10.228,7.912,9.555,9.835,7.637,7.783,7.859,11.471,7.779,7.417,8.107,8.076,8.798
TRINITY_DN60075_c5_g3,8.923,9.079,5.336,4.963,7.229,14.296,21.864,8.757,6.346,3.282,7.112,10.731,6.919,1.889,8.269
TRINITY_DN64964_c0_g2,0.702,0,9.34,1.631,0.15,2.348,3.794,0,0,2.185,3.923,2.317,2.564,2.93,0
TRINITY_DN58264_c2_g4,16.648,14.599,13.17,12.693,10.374,18.354,13.905,12.387,10.281,14.204,14.224,11.603,11.66,13.466,11.059
TRINITY_DN59159_c6_g1,6.756,7.314,7.372,7.207,8.666,6.947,8.869,6.788,8.057,7.966,10.635,7.178,5.731,8.198,8.493
TRINITY_DN53452_c6_g1,13.433,17.56,16.808,20.172,15.705,16.487,15.851,20.19,17.117,18.36,14.253,19.623,19.48,17.958,19.756
TRINITY_DN68337_c8_g2,21.09,9.353,13.45,30.641,24.931,6.406,18.569,16.991,42.917,12.67,13.796,10.16,5.533,23.001,9.348
TRINITY_DN53294_c5_g1,18.043,16.687,18.265,20.062,20.458,16.674,17.435,29.264,17.252,18.177,12.968,23.519,21.806,21.113,22.149
TRINITY_DN67688_c3_g3,7.755,13.354,10.189,9.16,9.465,11.977,7.197,7.444,8.391,9.205,12.016,8.799,10.74,9.944,10.194
TRINITY_DN64247_c2_g1,16.46,10.148,8.693,14.243,12.76,13.736,11.597,14.601,14.027,10.902,10.73,13.421,11.343,11.455,12.953
TRINITY_DN60729_c0_g5,22.366,26.227,25.54,24.843,30.153,25.025,27.291,33.079,23.776,26.305,26.354,33.834,27.725,30.24,24.796
TRINITY_DN62095_c6_g3,8.903,6.294,7.622,8.214,10.204,6.013,5.006,9.813,7.619,8.494,10.578,9.37,7.928,8.045,10.509
TRINITY_DN59061_c4_g8,1.682,2.569,1.409,6.754,0.988,2.004,24.035,2.717,4.123,1.859,0.628,1.475,1.831,1.307,2.464
TRINITY_DN62332_c8_g2,8.566,6.04,8.153,7.197,6.21,9.216,3.902,6.111,4.895,6.035,5.275,5.402,6.107,7.596,7.006
TRINITY_DN57422_c0_g1,25.502,23.295,23.822,25.044,26.638,26.529,23.859,27.132,34.505,26.854,25.888,29.793,25.527,23.287,26.436
TRINITY_DN58677_c1_g9,30.319,29.443,38.836,38.442,33.737,31.589,34.752,39.344,32.292,39.402,24.755,35.215,33.05,31.005,35.194
TRINITY_DN54222_c0_g1,7.172,19.638,6.03,6.976,5.511,12.547,19.205,5.26,10.698,8.779,16.643,9.723,5.998,9.505,9.155
TRINITY_DN50566_c13_g2,3.947,9.579,3.628,2.778,3.994,5.237,4.156,8.213,3.309,5.172,5.57,7.77,3.306,6.493,5.967
TRINITY_DN67187_c6_g3,7.696,7.51,7.449,9.14,7.898,5.817,8.536,8.664,7.619,6.391,6.303,7.147,7.523,6.942,7.668
TRINITY_DN60617_c0_g3,13.938,22.178,19.297,15.22,41.455,25.959,18.784,21.277,21.751,12.193,30.886,27.601,12.204,9.709,17.953
TRINITY_DN44033_c1_g2,47.125,62.964,66.093,46.878,60.885,47.545,55.325,49.628,94.383,56.523,53.794,66.577,31.971,48.708,63.035
TRINITY_DN56875_c11_g1,8.804,22.991,13.421,12.572,6.26,16.91,25.375,28.054,11.23,1.981,0,11.666,24.251,11.22,1.538
TRINITY_DN68269_c7_g3,59.837,27.345,36.539,28.588,32.809,6.18,5.652,27.542,25.853,50.833,20.861,54.527,4.533,39.387,4.114
TRINITY_DN66333_c3_g1,7.33,8.883,8.732,9.432,7.768,8.44,9.504,9.362,8.141,8.139,7.693,8.29,7.503,7.32,10.102
TRINITY_DN58706_c6_g1,6.944,10.265,10.179,6.915,7.189,9.265,10.502,8.111,8.725,7.631,7.693,9.37,8.047,5.911,9.481
TRINITY_DN67923_c5_g6,0,0,0.646,0,0,0,9.935,0,0,0,0.657,0,1.554,0,0
TRINITY_DN68150_c7_g2,7.102,9.903,11.791,6.352,7.368,12.96,13.455,6.603,4.958,4.562,5.894,8.404,9.285,4.737,6.864
